saniye,x,y
6.766666666666648,1558,497
6.783333333333315,1549,510
6.799999999999981,1548,512
6.816666666666648,1544,519
6.833333333333314,1542,529
6.849999999999981,1542,537
6.866666666666648,1542,556
6.883333333333314,1542,559
6.899999999999981,1542,566
6.916666666666647,1542,572
6.933333333333314,1544,575
6.949999999999981,1554,583
6.966666666666647,1561,588
6.983333333333314,1570,592
6.9999999999999805,1581,595
7.016666666666647,1599,596
7.033333333333314,1603,596
7.04999999999998,1615,596
7.066666666666647,1624,596
7.0833333333333135,1631,596
7.09999999999998,1637,594
7.116666666666647,1644,586
7.133333333333313,1650,576
7.14999999999998,1656,566
7.1666666666666465,1660,556
7.183333333333313,1663,546
7.19999999999998,1663,541
7.216666666666646,1663,534
7.233333333333313,1663,528
7.24999999999998,1663,521
7.266666666666646,1663,517
7.283333333333313,1663,503
7.299999999999979,1663,496
7.316666666666646,1659,489
7.333333333333313,1654,485
7.349999999999979,1651,483
7.366666666666646,1634,474
7.383333333333312,1629,473
7.399999999999979,1624,473
7.416666666666646,1618,473
7.433333333333312,1609,473
7.449999999999979,1603,474
7.4666666666666455,1597,480
7.483333333333312,1592,484
7.499999999999979,1587,487
7.516666666666645,1576,501
7.533333333333312,1573,505
7.5499999999999785,1570,511
7.566666666666645,1565,518
7.583333333333312,1564,532
7.599999999999978,1564,543
7.616666666666645,1564,549
7.6333333333333115,1564,556
7.649999999999978,1564,563
7.666666666666645,1564,567
7.683333333333311,1571,579
7.699999999999978,1577,583
7.716666666666645,1586,588
7.733333333333311,1592,592
7.749999999999978,1600,594
7.766666666666644,1615,595
7.783333333333311,1619,595
7.799999999999978,1622,595
7.816666666666644,1628,592
7.833333333333311,1635,583
7.849999999999977,1642,573
7.866666666666644,1645,569
7.883333333333311,1650,557
7.899999999999977,1652,555
7.916666666666644,1656,543
7.9333333333333105,1656,541
7.949999999999977,1657,532
7.966666666666644,1657,529
7.98333333333331,1657,523
7.999999999999977,1657,514
8.016666666666644,1657,511
8.033333333333312,1657,508
8.04999999999998,1657,505
8.066666666666647,1657,498
8.083333333333314,1654,495
8.099999999999982,1652,491
8.11666666666665,1652,491
8.133333333333317,1652,489
8.149999999999984,1647,485
8.166666666666652,1645,484
8.18333333333332,1639,482
8.199999999999987,1635,480
8.216666666666654,1628,479
8.233333333333322,1626,479
8.24999999999999,1624,479
8.266666666666657,1624,479
8.283333333333324,1620,479
8.299999999999992,1618,479
8.31666666666666,1614,479
8.333333333333327,1611,479
8.349999999999994,1611,479
8.366666666666662,1606,480
8.38333333333333,1600,483
8.399999999999997,1594,489
8.416666666666664,1592,490
8.433333333333332,1589,492
8.45,1587,493
8.466666666666667,1586,495
8.483333333333334,1583,496
8.500000000000002,1581,496
8.51666666666667,1579,496
8.533333333333337,1577,496
8.550000000000004,1573,496
8.566666666666672,1570,496
8.58333333333334,1569,496
8.600000000000007,1567,492
8.616666666666674,1564,485
8.633333333333342,1562,477
8.65000000000001,1562,476
8.666666666666677,1558,467
8.683333333333344,1558,466
8.700000000000012,1557,458
8.71666666666668,1557,454
8.733333333333347,1557,448
8.750000000000014,1557,439
8.766666666666682,1557,434
8.78333333333335,1557,428
8.800000000000017,1557,426
8.816666666666684,1557,418
8.833333333333352,1557,414
8.85000000000002,1557,402
8.866666666666687,1557,397
8.883333333333354,1557,393
8.900000000000022,1557,388
8.91666666666669,1557,381
8.933333333333357,1557,375
8.950000000000024,1557,367
8.966666666666692,1557,358
8.98333333333336,1557,345
9.000000000000027,1557,337
9.016666666666694,1557,328
9.033333333333362,1557,323
9.05000000000003,1557,316
9.066666666666697,1557,297
9.083333333333364,1557,286
9.100000000000032,1557,278
9.1166666666667,1557,274
9.133333333333367,1557,261
9.150000000000034,1557,254
9.166666666666702,1557,241
9.183333333333369,1555,235
9.200000000000037,1552,227
9.216666666666704,1551,222
9.233333333333372,1550,216
9.250000000000039,1549,214
9.266666666666707,1545,212
9.283333333333374,1545,209
9.300000000000042,1543,208
9.316666666666709,1541,207
9.333333333333377,1536,202
9.350000000000044,1534,201
9.366666666666712,1524,198
9.383333333333379,1523,198
9.400000000000047,1517,197
9.416666666666714,1513,196
9.433333333333382,1513,196
9.450000000000049,1511,196
9.466666666666717,1511,196
9.483333333333384,1509,196
9.500000000000052,1504,197
9.516666666666719,1503,200
9.533333333333387,1500,203
9.550000000000054,1497,209
9.566666666666721,1494,213
9.583333333333389,1491,217
9.600000000000056,1487,222
9.616666666666724,1486,225
9.633333333333391,1484,230
9.650000000000059,1481,238
9.666666666666726,1480,240
9.683333333333394,1480,246
9.700000000000061,1480,253
9.716666666666729,1480,258
9.733333333333396,1480,266
9.750000000000064,1480,270
9.766666666666731,1480,275
9.783333333333399,1480,280
9.800000000000066,1480,286
9.816666666666734,1480,288
9.833333333333401,1480,292
9.850000000000069,1480,298
9.866666666666736,1481,305
9.883333333333404,1481,311
9.900000000000071,1481,317
9.916666666666739,1481,322
9.933333333333406,1481,328
9.950000000000074,1484,338
9.966666666666741,1485,345
9.983333333333409,1485,349
10.000000000000076,1486,355
10.016666666666744,1490,361
10.033333333333411,1490,367
10.050000000000079,1491,371
10.066666666666746,1493,386
10.083333333333414,1494,393
10.100000000000081,1496,400
10.116666666666749,1497,407
10.133333333333416,1498,415
10.150000000000084,1498,424
10.166666666666751,1498,429
10.183333333333419,1498,432
10.200000000000086,1499,439
10.216666666666754,1500,446
10.233333333333421,1500,447
10.250000000000089,1503,453
10.266666666666756,1504,457
10.283333333333424,1505,465
10.300000000000091,1506,469
10.316666666666759,1506,470
10.333333333333426,1506,471
10.350000000000094,1506,472
10.366666666666761,1506,472
10.383333333333429,1506,472
10.400000000000096,1506,472
10.416666666666764,1506,472
10.433333333333431,1506,472
10.450000000000099,1506,472
10.466666666666766,1506,472
10.483333333333434,1506,470
10.500000000000101,1506,463
10.516666666666769,1505,446
10.533333333333436,1505,442
10.550000000000104,1505,429
10.566666666666771,1504,425
10.583333333333439,1503,413
10.600000000000106,1503,407
10.616666666666774,1498,386
10.633333333333441,1497,377
10.650000000000109,1497,374
10.666666666666776,1494,360
10.683333333333444,1494,354
10.700000000000111,1493,341
10.716666666666779,1493,339
10.733333333333446,1492,331
10.750000000000114,1492,324
10.766666666666781,1492,317
10.783333333333449,1492,311
10.800000000000116,1492,299
10.816666666666784,1492,293
10.833333333333451,1492,284
10.850000000000119,1492,281
10.866666666666786,1492,268
10.883333333333454,1492,260
10.900000000000121,1494,255
10.916666666666789,1494,254
10.933333333333456,1497,247
10.950000000000124,1498,242
10.966666666666791,1500,240
10.983333333333459,1500,239
11.000000000000126,1503,238
